tool_id,tool_name,block_id,block_name,domain,module,level,format,owner_role,description,priority,dev_phase,effort_hours,adaptability,venue_types,block_dependencies,block_state,enrichment_level,mapping_status,development_status
T132-03,Weekly Reconciliation Summary,B132,End-of-Day Reconciliation,D07_financial_performance,M07: Pricing Revenue & Cost Control,L2,tracker,Manager,"A weekly aggregation of daily reconciliation data showing total revenue, revenue by category, cash vs card split, total discrepancies, and comparison against weekly budget target.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B131,enriched,gold,OK,planned
T132-04,Discrepancy Investigation Log,B132,End-of-Day Reconciliation,D07_financial_performance,M07: Pricing Revenue & Cost Control,L2,tracker,Manager,"A log for recording and investigating discrepancies that exceed the tolerance threshold. Captures date, amount, POS transaction review findings, possible causes, actions taken, and resolution.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B131,enriched,gold,OK,planned
T209-02,Delivery Operations SOP,B209,Corporate & Office Delivery,D07_financial_performance,M07: Pricing Revenue & Cost Control,L2,SOP,Manager,"Standard operating procedure for the complete delivery workflow: order receipt, preparation scheduling, quality checks, packaging, route planning, delivery handoff protocol, and post-delivery feedback collection.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B101, B128",enriched,gold,OK,planned
T209-03,Corporate Client Management Tracker,B209,Corporate & Office Delivery,D07_financial_performance,M07: Pricing Revenue & Cost Control,L2,tracker,Manager,"CRM-style tracker for corporate accounts: company name, contact person, standing order details, delivery schedule, payment terms, last review date, revenue to date, and notes on preferences or special requirements.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B101, B128",enriched,gold,OK,planned
T133-01,Review Tracking Spreadsheet,B133,Review Monitoring & Response,D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,tracker,Manager,"A spreadsheet logging every review received across all platforms: date, platform, rating, key themes, response status, response date, and any operational actions triggered. Used for monthly analysis and trend tracking.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B134,enriched,gold,OK,planned
T134-01,GBP Optimisation Checklist,B134,Google Business Profile,D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,checklist,Owner,"A comprehensive checklist covering every element of a fully optimised Google Business Profile: basic information, categories, attributes, photos, description, menu, products, Q&A, and initial posts.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B133,enriched,gold,OK,planned
T135-01,Google Review QR Code Kit,B135,Review Generation Strategy,D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,template,Manager,"A ready-to-print kit containing the cafe's Google review direct link QR code formatted for counter cards, table tents, receipt inserts, and exit door stickers. Includes the recommended review request message.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B133, B134",enriched,gold,OK,planned
T136-01,Reputation Audit Template,B136,Online Reputation Excellence,D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,template,Owner,"A structured template for conducting a comprehensive reputation audit across all platforms, recording ratings, review counts, sentiment themes, local search position, and competitor benchmarks.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B133, B134, B135",enriched,gold,OK,planned
T137-01,Instagram Content Calendar,B137,Instagram & Social Strategy,D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,template,Manager,"A monthly calendar template defining posting days, content pillars for each post (Product, People, Place, Purpose), caption prompts, and hashtag sets. Designed to make content planning quick and consistent.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B138,enriched,gold,OK,planned
T138-01,Smartphone Photography Training Brief,B138,Photography & Visual Content,D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,SOP,Manager,"A concise training document covering the fundamentals of cafe photography: natural light usage, composition rules, food styling basics, drink photography techniques, and recommended editing apps and presets.",P2,Phase 2 (Week 5-12),5,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B137,enriched,gold,OK,planned
T139-01,Social Media Performance Analyser,B139,Social Media Excellence,D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,tracker,Manager,"A monthly analysis template for reviewing social media performance across platforms: top and bottom performing content, engagement rate trends, follower growth, and content type performance comparison.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B137, B138",enriched,gold,OK,planned
T140-01,Brand Identity Summary Sheet,B140,Brand Identity & Style Guide,D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,template,Owner,"A one-page reference document showing the cafe's logo (with usage rules), primary and secondary colours (with hex codes), fonts, and a one-sentence brand personality description. Designed for quick reference by team and suppliers.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B142,enriched,gold,OK,planned
T140-04,Brand Assets Package,B140,Brand Identity & Style Guide,D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,template,Owner,"A digital folder containing all brand assets in usable formats: logo in vector (SVG, EPS) and raster (PNG, JPEG) formats on various backgrounds, colour swatches, and font files. Ready to share with any supplier or designer.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B142,enriched,gold,OK,planned
T141-01,Acquisition Channel Tracker,B141,New Customer Acquisition,D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,tracker,Manager,"A weekly tracker recording how new customers discovered the cafe, categorised by channel (walk-past, Google, Instagram, word-of-mouth, partnership, other). Used to identify the most effective acquisition sources.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B134, B140",enriched,gold,OK,planned
T141-02,First-Visit Experience Audit Checklist,B141,New Customer Acquisition,D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,checklist,Owner,"A checklist for evaluating the first-visit experience from a new customer's perspective: visibility, signage, entrance, ordering clarity, staff welcome, menu accessibility, and return incentive.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B134, B140",enriched,gold,OK,planned
T142-01,Touchpoint Inventory Template,B142,Brand Consistency Audit,D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,checklist,Owner,"A comprehensive checklist of all customer touchpoints where brand is expressed, organised by category (physical, digital, experiential). Used as the basis for the brand consistency audit.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B140,enriched,gold,OK,planned
T143-01,Community Map Template,B143,Local Community Engagement,D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,template,Owner,"A structured document for mapping the local community: nearby businesses, organisations, schools, residential demographics, and potential partners. Includes contact information and notes on potential engagement opportunities.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B141,enriched,gold,OK,planned
T144-01,Event Planning Template,B144,"Events, Collaborations & PR",D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,template,Manager,"A planning template for cafe events covering: concept, date, time, format, capacity, pricing, resources needed, promotion plan, budget, and post-event debrief questions.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B143,enriched,gold,OK,planned
T144-02,Cafe Media Kit,B144,"Events, Collaborations & PR",D08_marketing_brand,M08: Brand Visibility & Customer Acquisition,L1,template,Owner,"A one-page media-ready document about the cafe: name, location, USP, owner bio, key facts, 3-4 high-resolution photos, and press contact details. Designed to make it easy for journalists to write about the cafe.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B143,enriched,gold,OK,planned
T145-01,Exterior Audit Checklist,B145,Exterior & Signage Refresh,D09_physical_environment,M09: Cafe Design & Atmosphere,L1,checklist,Owner,"A structured checklist for auditing the cafe's exterior from every approach direction, covering signage visibility, facade condition, window display, entrance appeal, cleanliness, and overall first impression. Includes a scoring system and photo documentation prompts.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B146,enriched,gold,OK,planned
T145-04,A-Frame Daily Message Library,B145,Exterior & Signage Refresh,D09_physical_environment,M09: Cafe Design & Atmosphere,L1,template,Manager,"A library of 30+ A-frame board messages organised by theme (daily specials, seasonal, humorous, informative) designed to be rotated daily. Each message is concise, compelling, and aligned with the cafe's brand voice.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B146,enriched,gold,OK,planned
T146-01,Front-of-House Cleaning Schedule,B146,Front-of-House Cleanliness,D09_physical_environment,M09: Cafe Design & Atmosphere,L1,checklist,Manager,"A comprehensive cleaning schedule organised by frequency (continuous, hourly, quiet periods, close, weekly, monthly) with specific tasks, responsible roles, and sign-off columns for accountability.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B011, B145",enriched,gold,OK,planned
T146-02,Toilet Check Log,B146,Front-of-House Cleanliness,D09_physical_environment,M09: Cafe Design & Atmosphere,L1,checklist,All Staff,"An hourly log sheet posted inside the toilet area where staff initial after completing a check and tidy. Covers cleanliness, supplies (soap, paper, hand dryer), and any issues requiring maintenance.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B011, B145",enriched,gold,OK,planned
T147-01,Back-of-House Audit Checklist,B147,Back-of-House Organisation,D09_physical_environment,M09: Cafe Design & Atmosphere,L1,checklist,Manager,"A comprehensive checklist for auditing all non-customer-facing areas: kitchen, storage, fridge/freezer, cleaning cupboard, and staff area. Covers organisation, labelling, cleanliness, food safety compliance, and maintenance.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B146,enriched,gold,OK,planned
T147-02,Storage Zone Map Template,B147,Back-of-House Organisation,D09_physical_environment,M09: Cafe Design & Atmosphere,L1,template,Manager,A visual map showing the designated location for every category of item in the kitchen and storage areas. Includes shelf-by-shelf labelling guides and FIFO rotation direction indicators.,P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B146,enriched,gold,OK,planned
T148-02,Table Reset Standard Card,B148,Presentation Excellence,D09_physical_environment,M09: Cafe Design & Atmosphere,L1,template,All Staff,"A laminated card showing the exact table reset standard: what the table should look like after clearing (surface clean, items positioned, chair aligned). Kept at the clearing station for reference.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B145, B146, B147",enriched,gold,OK,planned
T149-01,Seating Layout Floor Plan Template,B149,Seating Layout Optimisation,D09_physical_environment,M09: Cafe Design & Atmosphere,L1,template,Owner,"A template for drawing the cafe floor plan showing all seating, tables, counter, service areas, and customer flow paths. Includes a cover count calculator and seating type breakdown.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B098,enriched,gold,OK,planned
T149-02,Customer Behaviour Observation Guide,B149,Seating Layout Optimisation,D09_physical_environment,M09: Cafe Design & Atmosphere,L1,checklist,Manager,"A structured observation guide for recording how customers use the space during different trading periods: which seats fill first, which are avoided, where bottlenecks occur, and how groups arrange themselves.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B098,enriched,gold,OK,planned
T150-01,Sensory Environment Audit Checklist,B150,"Lighting, Music & Ambiance",D09_physical_environment,M09: Cafe Design & Atmosphere,L1,checklist,Owner,"A structured checklist for auditing the cafe's sensory environment across four dimensions: lighting (type, colour temperature, brightness, dark spots), music (genre, volume, appropriateness), temperature (comfort, consistency, draughts), and scent (coffee aroma, cleaning, cooking).",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B149,enriched,gold,OK,planned
T151-01,Atmosphere Audit Scorecard,B151,Atmosphere Design Programme,D09_physical_environment,M09: Cafe Design & Atmosphere,L1,scorecard,Owner / Manager,"A structured scoring matrix covering lighting, acoustics, temperature, seating comfort, aroma, visual appeal, and cleanliness. Scored 1-5 at three times of day to establish baselines and track improvements.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B149, B150",enriched,gold,OK,planned
T152-01,Equipment Register Template,B152,Equipment Maintenance Schedule,D09_physical_environment,M09: Cafe Design & Atmosphere,L1,template,Owner / Manager,"A comprehensive register template capturing equipment details including make, model, serial number, purchase date, warranty expiry, supplier, service contact, and current condition rating for every piece of cafe equipment.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B153,enriched,gold,OK,planned
T152-02,Daily Equipment Maintenance Checklist,B152,Equipment Maintenance Schedule,D09_physical_environment,M09: Cafe Design & Atmosphere,L1,checklist,Shift Lead / Barista,"A printable daily checklist covering all daily maintenance tasks including espresso machine backflushing, grinder cleaning, fridge temperature recording, dishwasher filter cleaning, and general equipment inspection.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B153,enriched,gold,OK,planned
T153-01,Daily Espresso Machine Cleaning Checklist,B153,Espresso Machine Service,D09_physical_environment,M09: Cafe Design & Atmosphere,L1,checklist,All Baristas,"Laminated A4 checklist covering end-of-day machine cleaning: backflush with detergent, group head purge, steam wand clean, drip tray empty, and exterior wipe. Signed off daily by closing barista and countersigned by manager.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B152,enriched,gold,OK,planned
T154-01,Equipment Asset Register,B154,Equipment Lifecycle Planning,D09_physical_environment,M09: Cafe Design & Atmosphere,L1,tracker,Owner,"Comprehensive spreadsheet listing every major equipment item with manufacturer, model, serial number, purchase date, cost, expected lifespan, condition score, warranty status, and service history. The single source of truth for all equipment data.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B152, B153",enriched,gold,OK,planned
T155-01,POS Product Audit Checklist,B155,POS System Optimisation,D10_technology_systems,M10: Digital Tools & Customer Data,L1,checklist,Manager,"Systematic checklist for auditing every product entry in the POS: verifying name accuracy, current pricing, correct category, complete modifiers, appropriate tax rate assignment, and active/inactive status.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B156,enriched,gold,OK,planned
T156-01,Digital Ordering Readiness Checklist,B156,Digital Ordering Integration,D10_technology_systems,M10: Digital Tools & Customer Data,L1,checklist,Owner,"Assessment checklist covering kitchen capacity, POS compatibility, physical space, customer demand, and staff readiness for digital ordering implementation. Identifies blockers before any platform is selected.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B155,enriched,gold,OK,planned
T156-02,Channel Cost-Benefit Calculator,B156,Digital Ordering Integration,D10_technology_systems,M10: Digital Tools & Customer Data,L1,template,Owner,"Spreadsheet comparing the true cost and projected revenue of each digital ordering channel: platform fees, commission rates, packaging costs, staff time, and expected order volume. Enables informed channel selection.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B155,enriched,gold,OK,planned
T157-01,Technology Audit Template,B157,Technology Roadmap,D10_technology_systems,M10: Digital Tools & Customer Data,L1,tracker,Owner,"Spreadsheet template for cataloguing every technology system in use: product name, category, monthly cost, contract end date, integration status, effectiveness score (1-5), and notes. Provides a complete view of the current technology stack and spend.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B155, B156",enriched,gold,OK,planned
T157-04,Subscription and Licence Tracker,B157,Technology Roadmap,D10_technology_systems,M10: Digital Tools & Customer Data,L1,tracker,Owner,"Monthly tracker of all technology subscriptions with renewal dates, costs, and a flag for contracts approaching renewal. Prevents unexpected charges and enables proactive negotiation or cancellation.",P2,Phase 2 (Week 5-12),4,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B155, B156",enriched,gold,OK,planned
T158-01,Daily Sales Dashboard,B158,Sales Data Dashboard,D10_technology_systems,M10: Digital Tools & Customer Data,L1,dashboard,Owner,"Single-page visual dashboard showing 8 core metrics: daily revenue, transaction count, average transaction value, revenue by category, revenue by hour, day-on-day comparison, week-to-date total, and week-on-week trend. Updates daily with minimal manual input.",P2,Phase 2 (Week 5-12),6,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B155,enriched,gold,OK,planned
T159-01,Customer Data Audit Template,B159,Customer Data & CRM,D10_technology_systems,M10: Digital Tools & Customer Data,L1,checklist,Owner,"Systematic audit of all existing customer data sources: POS records, online ordering, Wi-Fi logins, loyalty programmes, social media, and email enquiries. Records data format, volume, consent status, and accessibility for each source.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B158,enriched,gold,OK,planned
T159-02,Customer Sign-Up Kit,B159,Customer Data & CRM,D10_technology_systems,M10: Digital Tools & Customer Data,L1,template,Manager,"Complete sign-up package including: counter card design, tablet sign-up form, GDPR consent wording, staff talking points, welcome email template, and sign-up incentive details. Everything needed to start collecting customer data compliantly.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B158,enriched,gold,OK,planned
T160-01,Team Metrics Board Template,B160,Data-Driven Culture,D10_technology_systems,M10: Digital Tools & Customer Data,L1,template,Manager,"Design template for a staff-facing metrics display showing daily revenue versus target, average transaction value, customer count, weekly goal metric, and a fun engagement metric. Includes guidance on updating frequency and framing numbers with context.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B158, B159",enriched,gold,OK,planned
T161-01,Personal Data Mapping Template,B161,GDPR & Data Protection,D10_technology_systems,M10: Digital Tools & Customer Data,L1,template,Owner,"Structured template for documenting all personal data processing: data type, source, purpose, lawful basis, storage location, access controls, retention period, third-party sharing, and data subject category (customer, staff, supplier).",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B159,enriched,gold,OK,planned
T161-02,Cafe Privacy Notice Template,B161,GDPR & Data Protection,D10_technology_systems,M10: Digital Tools & Customer Data,L1,template,Owner,"Plain-English privacy notice template tailored for independent cafes, covering all required UK GDPR disclosures: identity, data collected, purposes, lawful bases, recipients, retention, rights, and complaint procedures. Ready for customisation and publication.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B159,enriched,gold,OK,planned
T162-01,IT Infrastructure Audit Template,B162,IT Infrastructure & Backup,D10_technology_systems,M10: Digital Tools & Customer Data,L1,checklist,Owner,"Comprehensive audit template covering: internet provider details, speed test results, router specifications, Wi-Fi coverage map, all connected devices, network configuration, known issues, and contract/warranty dates.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B155,enriched,gold,OK,planned
T162-02,Internet Outage Response Card,B162,IT Infrastructure & Backup,D10_technology_systems,M10: Digital Tools & Customer Data,L1,checklist,Manager,"Laminated quick-reference card posted near the POS with step-by-step instructions for: switching POS to offline mode, activating backup connectivity, communicating with customers, and contacting support providers.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B155,enriched,gold,OK,planned
T163-01,Business Account Security Audit,B163,Cybersecurity & POS Security,D10_technology_systems,M10: Digital Tools & Customer Data,L1,checklist,Owner,"Comprehensive audit of all business online accounts covering: account name, purpose, who has access, password strength rating, MFA enabled (yes/no), last password change date, and action required. Used for initial security hardening and quarterly reviews.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B161, B162",enriched,gold,OK,planned
T163-03,Payment Terminal Inspection Checklist,B163,Cybersecurity & POS Security,D10_technology_systems,M10: Digital Tools & Customer Data,L1,checklist,Manager,"Physical security inspection checklist for card payment terminals: checking for loose components, unfamiliar attachments, broken seals, unusual cables, and software version verification. Completed monthly and after any unattended period.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe","B161, B162",enriched,gold,OK,planned
T164-01,One-Page Business Summary Template,B164,Business Plan & Strategy,D11_growth_strategy,M11: Expansion & Market Positioning,L1,template,Owner,"Single-page template capturing the business essence: purpose statement, target customer, key differentiator, current revenue, 12-month target, 3 strategic priorities, and 3-year vision. Designed for wall display and daily reference.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B165,enriched,gold,OK,planned
T165-01,Competitor Analysis Template,B165,Market Analysis & Positioning,D11_growth_strategy,M11: Expansion & Market Positioning,L1,template,Owner,"Structured template for documenting each competitor: name, location, distance, price level, quality assessment, opening hours, target audience, online ratings, menu highlights, strengths, weaknesses, and competitive threat level.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T165-02,Customer Segment Profile Template,B165,Market Analysis & Positioning,D11_growth_strategy,M11: Expansion & Market Positioning,L1,template,Owner,"One-page profile template for each customer segment covering: segment name, demographic description, visit pattern (when, how often), typical order, average spend, primary motivations, values, pain points, and estimated revenue contribution.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T166-01,Expansion Readiness Scorecard,B166,Expansion Readiness Assessment,D11_growth_strategy,M11: Expansion & Market Positioning,L1,checklist,Owner,"5-dimension self-assessment covering financial health, operational maturity, management depth, systems documentation, and market validation. Each dimension scored 1-5 with any score below 3 flagged as a blocking issue. Provides an objective readiness assessment.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe","B164, B165",enriched,gold,OK,planned
T167-01,Year in Review Reflection Template,B167,Strategic Planning & Annual Review,D11_growth_strategy,M11: Expansion & Market Positioning,L1,template,Owner,"Simple reflection template capturing: 3 things that went well, 3 things that went poorly, 3 things learned, 1 thing to do differently. Completed by owner and key team members before the planning day to provide raw material for discussion.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Drive-through, Kiosk, Mobile/Van, Bakery Cafe",B164,enriched,gold,OK,planned
T168-01,Catering Menu Template,B168,Catering & Events Revenue,D11_growth_strategy,M11: Expansion & Market Positioning,L1,template,Manager,"One-page catering menu template with item descriptions, pricing, minimum order value, lead time requirements, delivery information, and ordering contact details. Designed for professional presentation via email and print.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe",B164,enriched,gold,OK,planned
T168-02,Catering Pricing Calculator,B168,Catering & Events Revenue,D11_growth_strategy,M11: Expansion & Market Positioning,L1,template,Owner,"Spreadsheet calculator for pricing each catering item: ingredient cost breakdown, labour allocation, packaging cost, delivery cost allocation, target margin, and final selling price. Ensures consistent, profitable pricing across the menu.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe",B164,enriched,gold,OK,planned
T169-01,Retail Opportunity Assessment,B169,Retail Coffee & Merchandise,D11_growth_strategy,M11: Expansion & Market Positioning,L1,checklist,Owner,"Assessment checklist evaluating retail readiness: customer base analysis, product-market fit, display space availability, roaster retail support, competitor retail offerings, and initial product selection with rationale.",P2,Phase 2 (Week 5-12),2,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe",B164,enriched,gold,OK,planned
T170-01,Evening Viability Assessment Template,B170,Evening Trade Development,D11_growth_strategy,M11: Expansion & Market Positioning,L1,template,Owner,"Structured assessment covering: evening foot traffic observations, competitor mapping, lease and planning review, customer survey results, operational capacity analysis, and financial impact projection. Produces a viability score and recommendation.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Bakery Cafe",B164,enriched,gold,OK,planned
T171-01,Subscription Model Economic Calculator,B171,Subscription & Membership Model,D11_growth_strategy,M11: Expansion & Market Positioning,L1,template,Owner,"Spreadsheet modelling subscription economics across multiple scenarios: price point, marginal drink cost, average redemptions, food attachment revenue, current spend displacement, and net monthly value per subscriber. Validates viability before launch.",P2,Phase 2 (Week 5-12),3,high,"Independent, Specialty, Chain, Franchise, Bakery Cafe","B164, B159",enriched,gold,OK,planned
T187-01,Brand Audit Scorecard,B187,Brand Consistency Audit & Mystery Shopper,D11_growth_strategy,M15: Multi-Site & Chain Management,L1,checklist,Area Manager,"Structured scorecard covering product quality, service delivery, visual presentation, and operational standards with clear scoring criteria (pass/marginal/fail) for each element. Used during formal site audits.",P2,Phase 2 (Week 5-12),2,medium,"Chain, Franchise",B188,enriched,gold,OK,planned
T188-01,SOP Template,B188,SOP Library & Compliance Monitoring,D11_growth_strategy,M15: Multi-Site & Chain Management,L1,template,Operations Director,"Standardised SOP template with fields for title, version, date, author, purpose, scope, step-by-step instructions, quality checkpoints, equipment needed, and sign-off. Ensures consistency across all procedures.",P2,Phase 2 (Week 5-12),3,medium,"Chain, Franchise",B187,enriched,gold,OK,planned
T189-01,Cross-Site Financial Dashboard,B189,Cross-Site Financial Benchmarking,D11_growth_strategy,M15: Multi-Site & Chain Management,L1,dashboard,Finance Director,"Monthly dashboard comparing all core financial metrics across every location, with estate averages, variance highlighting, and trend indicators.",P2,Phase 2 (Week 5-12),6,medium,"Chain, Franchise",B122,enriched,gold,OK,planned
T189-02,Financial Benchmark Definitions Guide,B189,Cross-Site Financial Benchmarking,D11_growth_strategy,M15: Multi-Site & Chain Management,L1,reference,Finance Director,"Reference document defining each financial benchmark, its calculation methodology, data sources, and the standardised chart of accounts to ensure consistency across sites.",P2,Phase 2 (Week 5-12),3,medium,"Chain, Franchise",B122,enriched,gold,OK,planned
